signevent,q1,q2,unid,id,outcome_class,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Emoji
Seeing my sister and her family who are up on holiday,She’s come home for he weekend so me and the kids are meeting her and her kids in the zoo.,If you go look me up on Facebook you’ll see posts from my sister. And it’s the start of summer holidays today.,Ka365156,1211,d,1,42,35.4,98.33,37.24,25.77,14,9.52,95.24,59.52,23.81,21.43,7.14,0,4.76,9.52,0,2.38,7.14,14.29,9.52,2.38,11.9,0,21.43,0,0,0,0,0,0,0,0,0,0,0,26.19,2.38,0,9.52,2.38,2.38,0,0,2.38,2.38,0,2.38,4.76,4.76,0,0,0,0,0,0,0,7.14,4.76,0,2.38,0,0,0,21.43,2.38,21.43,4.76,7.14,9.52,2.38,7.14,2.38,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,0,0,7.14,0,0,0
I'm going to Plymouth to spend time with my eldest son Josh on Saturday,My son Josh goes to university inPlymouth and I've not seen him for a while so I'm going to see him and meet how girlfriend for the first time,My son has been studying English lit at the university of Plymouth for some time with him living in halls we have made plans for a weekend catch up,on936513,1212,d,1,58,77.56,69.76,59.31,25.77,58,13.79,91.38,55.17,13.79,13.79,6.9,1.72,0,5.17,0,0,6.9,18.97,8.62,3.45,8.62,1.72,20.69,0,0,1.72,1.72,1.72,0,0,0,0,0,0,13.79,3.45,1.72,0,8.62,6.9,0,3.45,0,1.72,0,1.72,5.17,5.17,0,0,1.72,0,1.72,0,0,10.34,5.17,3.45,1.72,0,0,6.9,12.07,3.45,18.97,5.17,5.17,8.62,5.17,1.72,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,3.45,0,0,0
Going on a Lama walk then a sparkling afternoon tea,This morning I will be taking my pet a walk - I have a lama we will go round the field for approx 30 min - then I will return home get changed and head to a local hotel for an afternoon tea with fizz,My pet lama is 3yrs old and is called Hugo- the afternoon tea is for my grandmothers 75th birthday,sg778575,1213,d,1,62,71.73,37.35,90.96,25.77,62,9.68,91.94,48.39,12.9,11.29,9.68,1.61,0,0,0,1.61,9.68,8.06,12.9,0,4.84,0,22.58,1.61,0,0,4.84,0,0,0,0,0,0,0,4.84,1.61,0,1.61,0,1.61,0,1.61,0,0,0,0,3.23,1.61,0,1.61,4.84,1.61,0,0,3.23,4.84,1.61,0,0,3.23,0,3.23,12.9,6.45,19.35,4.84,1.61,12.9,0,1.61,4.84,0,0,0,0,0,0,0,0,0,4.84,0,0,0,0,0,0,4.84,0,0,0,0,0
i'm going to an antiques meeting!,"i go to meet with and show off some of my more interesting antiques, as well as hopefully buying even more or trading some of my unwanted ones if i want to.","it is a very small event and i am quite well known at it, ask any member of my group and they will tell you about me!",ze492645,1214,d,1,59,37.46,43.26,34.72,99,29.5,8.47,96.61,61.02,18.64,15.25,11.86,0,1.69,0,1.69,3.39,1.69,18.64,5.08,10.17,11.86,0,16.95,10.17,6.78,0,0,10.17,6.78,6.78,0,0,0,0,11.86,0,0,0,0,16.95,1.69,0,6.78,11.86,0,3.39,1.69,1.69,0,0,0,0,0,0,0,8.47,5.08,0,3.39,0,1.69,1.69,11.86,3.39,8.47,1.69,5.08,1.69,1.69,0,0,3.39,0,0,3.39,0,0,0,3.39,0,6.78,1.69,3.39,0,0,0,1.69,0,0,0,0,0,0
Going to Reading yo perform a stage show that I wrote,"I am going to Reading,  where I will be performing a stage show that I gave co-written with a friend","My friends and I have been writing for a number of years,  and this will be the first time that I will have an opportunity to perform my work in front of an audience",Lb551657,1215,d,1,54,62.04,22.95,79.42,60.88,54,14.81,92.59,64.81,18.52,12.96,12.96,0,0,0,0,5.56,11.11,12.96,16.67,1.85,3.7,0,24.07,0,0,1.85,1.85,0,1.85,1.85,0,0,0,0,5.56,0,3.7,0,0,0,0,0,0,0,0,0,1.85,1.85,0,0,0,0,0,0,0,9.26,3.7,5.56,0,1.85,0,3.7,11.11,7.41,12.96,1.85,5.56,5.56,7.41,0,0,0,0,0,0,0,0,0,0,0,5.56,0,3.7,0,0,0,0,1.85,0,0,0,0,0
I am going to meet my sister and my niece and other relatives. They are vacationing in the area.,"My sister will be vacation in the area near which I live! I can't wait to meet up with her and hang out for a little bit. My niece will be there as well, along with several other family members! This will be very memorable for all of us!","She will be around where I live on her vacation, so it only makes sense that I meet up with her and hang out for a while. Family comes first, so I put them ahead of any other activity I will be doing this week.",cO655063,1216,d,1,94,37.17,58.41,94.96,45.3,15.67,6.38,98.94,70.21,22.34,14.89,8.51,1.06,0,4.26,1.06,7.45,3.19,21.28,11.7,8.51,6.38,1.06,22.34,1.06,1.06,2.13,1.06,4.26,1.06,1.06,0,0,0,0,13.83,4.26,0,6.38,0,8.51,2.13,1.06,0,1.06,1.06,3.19,1.06,0,0,0,2.13,0,2.13,0,0,11.7,7.45,2.13,2.13,0,0,0,15.96,6.38,21.28,4.26,11.7,5.32,0,4.26,2.13,0,0,0,1.06,0,0,0,1.06,0,10.64,3.19,3.19,0,0,0,3.19,0,0,1.06,0,0,0
Explore Paris with my Boyfriend over the weekend when he is coming to visit.,"My boyfriend is coming to visit me as we both have a rare weekend off work at the same time and I have planned a secret getaway for the two of us to Paris, he thinks that we are going to spend the weekend in London but when we arrive I have planned to catch the Eurostar directly to Paris where I have an itinerary planned for the two of us.
On Friday we are going to arrive at around 13:30  and check straight into the hotel to relax for a few hours until our dinner reservation and show at the moulin rouge show.
On Saturday I have planned to take in the sights with my boyfriend including the Eiffel tower, Notre-dame de Paris, Arch de Triomphe and time permitting The Louvre, hopefully finding a quaint cafe / restaurant to have lunch during the day.
on Saturday evening  we dont have dinner plans due to not knowing what time we will be finished with all of the sights so we will hopefully manage to be able to find a restaurant that is not fully booked to have something to eat and enjoy some local wine. 
on Sunday we will be taking a light breakfast then we have to check out of the hotel at 11:30 and travel to the Eurostar ready to depart Paris at 13:00.",The information I have provided within my plans is detailed and specific and I have included details that I would not have known had I not have actually planned it.,LA516912,1217,d,1,258,84.76,59.18,83.08,62.52,43,15.12,90.7,56.98,12.02,9.69,4.65,4.65,0,0.39,0,2.33,8.53,17.83,10.47,3.1,5.43,1.94,17.05,2.71,0.78,1.16,3.1,1.55,1.94,1.94,0,0,0,0,6.59,0,0.78,0,1.16,8.53,2.71,0.39,1.16,1.55,1.16,2.33,1.94,1.94,0,0,3.88,0.39,0,0,3.49,10.47,5.43,3.49,0.78,0.78,0,1.94,12.02,4.26,18.6,3.49,8.53,6.59,1.16,4.26,0,0.39,0,0,0,0,0,0,0,0,5.81,2.33,1.55,1.16,0,0,0,0.39,0,0,0,0.39,0
treat myself to a mani-pedi,I look forward to my treat of a mani-pedi because I work hard in an outdoor job and am on my feet all the time. So my feet get tired and need some attention. Also my hands get quite rough and dry and I love to get them treated by an expert who will make them feel and look better at the salon.,"I can reassure you that I am telling the truth about getting a mani-pedi because you only have to look at my hands, feet and nails to see that they need some special treatment. I do not have the skills to do it myself and I can afford the occasional treat like a mani-pedi. It is easy to arrange and I can go to a local salon, so no need to drive far.",br144527,1218,d,1,136,51.03,32.96,33.13,98.87,22.67,11.76,91.91,57.35,17.65,13.97,10.29,0,1.47,0,2.21,3.68,8.09,11.76,8.09,3.68,9.56,1.47,16.91,5.88,1.47,0.74,0,2.21,5.88,5.88,0,0,0,0,6.62,0,0,0,0,11.03,1.47,2.21,2.21,2.94,1.47,0.74,7.35,2.94,0,4.41,5.15,3.68,0.74,0,0,6.62,0.74,2.21,0.74,3.68,0,0,17.65,0.74,8.09,2.21,5.15,2.21,2.21,0,0,0,0,0,0,0,0,0,0,0,8.09,4.41,1.47,0,0,0,0,2.21,0,0,0,0,0
"I'm going to a comedy festival with my partner, Matt.","A few months ago, my partner Matt and I were thinking about what we could do during the summer. Worried about the heat, we thought it may be best to go to an event indoors. After careful planning and thought, we decided to go see a comedian we both really liked. A comedian we both really liked was taking part in the big festival in our city this summer, so we couldn't miss this opportunity, so we bought tickets as quickly as possible.","The tickets were quite costly at £22.50, but they were having a 2 for 1 deal on certain tickets, and the tickets we were buying were thankfully part of that deal. I mean, we no doubt would have bought them anyway, since we both really liked the comedian, but we really couldn't pass that deal up. Now that it's coming close to the big day, we both can't wait to see him live. Hopefully we can both get our picture taken with him. That would be nice.",kS656554,1219,d,1,170,39.41,89.15,55.06,98.87,18.89,15.29,96.47,57.06,18.24,12.94,1.76,8.82,0,1.18,1.18,5.29,7.06,11.76,11.18,6.47,5.29,2.35,23.53,5.88,2.35,0.59,1.76,4.71,9.41,7.65,1.76,1.18,0,0.59,11.76,0,0.59,0,1.18,14.12,2.94,0.59,3.53,2.94,0.59,4.12,1.76,1.76,0,0,0.59,0,0.59,0,0,15.88,9.41,1.76,2.35,2.94,1.18,8.24,10.59,2.35,17.65,2.94,8.24,7.06,0,4.71,0,2.35,0,0,0.59,0,0,0,0,0.59,14.71,5.88,6.47,0,0,0,0,0,0,2.35,0,0,0
"I am going camping on Saturday at 4pm, to test out our new tent before going away next month",I am going camping this Saturday at around 4pm. We have bought a new tent for our trip away next month and want to test it out before we get there. We don't want to have any issues when on our trip!,I will need to set off around 3pm to get there on time. I don't want to be stuck in traffic.,iV560811,1220,d,1,63,68.29,78.64,93.64,25.77,12.6,4.76,93.65,60.32,15.87,12.7,4.76,7.94,0,0,0,3.17,1.59,25.4,11.11,7.94,3.17,3.17,25.4,4.76,1.59,1.59,3.17,1.59,0,0,0,0,0,0,7.94,0,0,0,0,7.94,0,0,6.35,1.59,0,0,0,0,0,0,0,0,0,0,0,11.11,7.94,0,0,3.17,0,3.17,19.05,3.17,31.75,4.76,15.87,11.11,1.59,1.59,0,1.59,0,0,0,0,0,0,0,0,11.11,6.35,0,0,0,0,1.59,0,0,3.17,0,0,0
meeting my sister in law and nephew for the first time,i have only ever seen photos on facebook  as they have only just come over to England for the first time since she married my brother  my nephew is 5 I cannot wait to see them all,they are visiting for the first time in 8 years,PD988270,1221,d,1,47,61.06,73.84,99,25.77,47,10.64,97.87,59.57,17.02,17.02,8.51,0,0,2.13,6.38,0,4.26,19.15,10.64,8.51,2.13,2.13,21.28,2.13,2.13,0,8.51,2.13,0,0,0,0,0,0,19.15,6.38,0,2.13,4.26,8.51,0,2.13,0,0,4.26,2.13,6.38,6.38,0,0,0,0,0,0,0,12.77,6.38,4.26,2.13,0,0,2.13,17.02,0,27.66,4.26,6.38,17.02,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having a game playing day with friends on Sunday,"I'll have some friends around on Sunday about 2pm. I'll get some pizza and snacks.  I'm having Emma, lianne and suzanne round. We'll probably play gin rummy and scabby queen.  Maybe some other games. I'll say to the other girls to bring any games they want to play too.",I can tell you that my mum and dad will be watching the kids and im really looking forward to it.  We hardly ever get a chance to meet up these days as we're all so busy with our kids. Lying tends to get you caught out so better not to lie in the first place.,PR217942,1222,d,1,105,29.3,90.87,62.17,61.9,11.67,5.71,94.29,54.29,18.1,13.33,6.67,3.81,1.9,0,0.95,4.76,3.81,14.29,10.48,9.52,7.62,0.95,22.86,3.81,1.9,0,1.9,4.76,3.81,2.86,0.95,0,0.95,0,19.05,1.9,0.95,2.86,0.95,14.29,0,0,0.95,7.62,1.9,3.81,3.81,2.86,0.95,0.95,2.86,0,0.95,0,1.9,14.29,7.62,2.86,1.9,3.81,0,0.95,14.29,4.76,13.33,2.86,6.67,5.71,0.95,3.81,0,0,0,0,0,0,0,0,0,0,15.24,8.57,0.95,0,0,0,0,0,0,5.71,0,0,0
Playing basketball with some friends,I meet up with some old school friends once a week at our local leisure centres (we take it in turns to travel). We were all originally in the school team and like to keep up with our favourite sport. The numbers vary but we usually have enough players to make up a team of five.,"We are still quite competitive but two of us have recently developed tendonitis so we also treat it as a social activity. As we travel to each other's local leisure centres, whoever is hosting that week provides a light supper afterwards. It gives us chance to catch up.",Gw090079,1223,d,1,104,82.82,99,79.58,62.24,17.33,18.27,92.31,51.92,15.38,10.58,0.96,9.62,0,0,0,4.81,5.77,18.27,4.81,4.81,6.73,0,13.46,2.88,3.85,0.96,2.88,2.88,1.92,1.92,0,0,0,0,17.31,0,0.96,0,0,8.65,0,0.96,0,4.81,0.96,1.92,0.96,0.96,0,0,1.92,0,0.96,0,0.96,20.19,14.42,2.88,4.81,0.96,0,0.96,13.46,0,23.08,3.85,10.58,8.65,5.77,4.81,0,0,0,0,0,0,0,0,0,0,9.62,5.77,0.96,0,0,0,0,0,0,0.96,1.92,0,0
Going to a theme park tomorrow can't wait,"Going with the family and some friends to Alton towers, the kids love the biggest scariest rides! It is so expensive though, so we have brought plenty of snacks","We got a family deal when we bought cereal so g9t a 2 for 1 pass, makes it cheaper. The kids can't wait to go on the new Wicker man, a huge roller coaster made into wood! Then might try Galactica and Hex. The wee ones like to go to cbeebies land too, so will go to the Chester hotel with them",us025445,1224,d,1,91,86.52,88.65,41.95,25.77,18.2,10.99,86.81,47.25,6.59,4.4,0,3.3,0,0,1.1,2.2,10.99,13.19,4.4,7.69,9.89,1.1,17.58,4.4,4.4,1.1,3.3,2.2,2.2,1.1,1.1,1.1,0,0,12.09,2.2,1.1,0,1.1,7.69,0,2.2,0,3.3,0,2.2,0,0,0,0,3.3,1.1,0,0,1.1,13.19,7.69,1.1,3.3,1.1,0,4.4,10.99,4.4,17.58,7.69,5.49,4.4,0,4.4,2.2,3.3,0,0,0,0,0,0,0,0,10.99,2.2,5.49,0,0,0,2.2,0,0,1.1,0,0,0
So my old faithful jalopy has gone to the scrap yard in the sky and it's time to move on and find a replacement car.,Going to go for the same make of car as I am comfortable with the make but perhaps a different model with more modern features.,"One important feature for me is 'can I park it?', so the size and length matters. Sat nav included us a must as I have an important meeting next week and I don't want to get lost. I love a pastel colour rather than than big  and bold and it must have 4 doors. I have narrowed my choice down to two models but can't decide which colour I like best? This is tough, might have to toss a coin to decide.",LW420143,1225,d,1,107,66.58,9.55,75.99,95.39,17.83,10.28,90.65,56.07,13.08,9.35,8.41,0.93,0,0,0,3.74,7.48,14.95,11.21,2.8,8.41,1.87,20.56,12.15,8.41,0.93,2.8,0.93,7.48,5.61,0.93,0,0,0.93,2.8,0,0,0,0,15.89,2.8,1.87,3.74,1.87,1.87,6.54,1.87,1.87,0,0,0.93,0,0,0,0,9.35,1.87,1.87,4.67,2.8,0,3.74,15.89,1.87,11.21,2.8,4.67,3.74,0.93,0,0.93,0.93,0,0,0,0,0,0,0,0,12.15,4.67,1.87,0,0,1.87,0,0,0,3.74,0,0,0
I  am going with my friend Richard to visit York we have to leave by 11 am and return by 4.30 pm,we are going to York to look around the city because we both have never visited York. I have been told that it has some beautiful old buildings and is a very historical city. Richard and I are both interested in old buildings and thought this wold be a nice day out and to be able to combine our interest with spending some quality time together. The only problem is I have to be back by 4.30 pm to babysit my grand chlidren.,We are leaving by 11 am to give us enough time to look around the city and also train tickets to get to York are cheaper because it is off peak time after 9 am. I have three grand children  and i have to be back to babysit or my daugther as she has a job which she starts at 5 pm she works evenings in a shop.,zv416143,1226,d,1,151,53.09,72.43,59.99,84.28,25.17,16.56,88.08,57.62,13.25,9.93,4.64,3.31,0,1.99,0,3.31,4.64,15.89,13.91,5.3,7.28,0.66,21.85,4.64,1.99,0.66,3.31,2.65,4.64,3.97,0.66,0,0,0,8.61,0,0,1.99,0,5.3,0.66,1.32,0.66,1.99,0.66,0.66,1.99,1.99,0,0,0,0,0,0,0,7.95,3.97,1.32,1.32,0.66,0.66,1.99,17.22,0.66,19.21,1.99,9.93,8.61,1.32,1.32,0,1.99,0,0,0,0,0,0,0,0,4.64,4.64,0,0,0,0,0,0,0,0,0,0,0
Taking my family to visit a farm so my little boys can see and pet the animals.,We will leave around 10.30 in the morning and travel by car to the local farm which is about 20 minutes away. My little boys can't wait to see the goats and lamas. They will also enjoy spending time in the little petting corner with the rabbits. we will take a packed lunch to have outside as the weather should be nice. They will also enjoy seeing the sheep in the fields with their baby lambs. We should leave around 3.30pm after a lovely day out.,I wouldn't like to disappoint my little boys by lying to them about going to the farm as they love spending the day there.,bE777888,1227,d,1,111,92.38,81.62,65.7,75.85,15.86,9.01,90.09,57.66,10.81,9.91,2.7,2.7,0,0,4.5,0.9,10.81,21.62,9.01,6.31,5.41,1.8,18.92,3.6,3.6,0.9,3.6,0,6.31,4.5,1.8,0,0.9,0.9,11.71,0.9,0,0,1.8,3.6,0,0,2.7,0,0,0.9,1.8,1.8,0,0,1.8,0,0,0,0.9,4.5,3.6,0,0,0.9,0,0,9.01,4.5,22.52,4.5,11.71,6.31,0,0.9,0,1.8,0,0,0,0,0,0,0,0,9.91,8.11,0,0,0,0,0,0,0,1.8,0,0,0
Going to a friends for a summer pool party,On Saturday or plan to go shopping for swimming shorts & beer for mikes party which has been planned all week due to the good weather. The party will have music bbq & will be lots of fun,As I said the party has been planned all week & the preparations are in full flow ;it's generally a summer ritual when the weather is good,SX950099,1228,d,1,62,82.14,62.65,60.4,99,31,14.52,93.55,48.39,4.84,1.61,1.61,0,0,0,0,3.23,9.68,12.9,17.74,3.23,4.84,0,20.97,4.84,1.61,3.23,0,4.84,9.68,9.68,0,0,0,0,6.45,0,0,0,0,8.06,0,0,0,4.84,3.23,1.61,3.23,0,3.23,0,3.23,0,0,0,3.23,12.9,4.84,4.84,0,3.23,0,4.84,14.52,6.45,19.35,4.84,4.84,9.68,0,12.9,0,1.61,1.61,0,0,0,0,0,0,0,9.68,1.61,0,0,1.61,0,0,0,0,1.61,0,4.84,0
I will be visiting York with my friend Richard on Saturday 11:30am and aim to get back home at around 8pm.,"We will both drive up to York, visit some tourist attractions , particularly the castle. We plan to have some lunch at the local Bistro, do a bit of shopping then head back home.",Richard and I have been good friends for a very long time and we enjoy each other's company.,sb205857,1229,d,1,51,78.71,94.15,53.79,90.49,17,13.73,86.27,49.02,7.84,7.84,1.96,5.88,0,0,0,0,7.84,11.76,9.8,5.88,5.88,0,11.76,0,0,0,0,9.8,3.92,3.92,0,0,0,0,11.76,0,1.96,0,0,5.88,0,0,0,3.92,1.96,0,0,0,0,0,3.92,1.96,0,0,1.96,13.73,7.84,1.96,1.96,1.96,0,1.96,5.88,5.88,19.61,3.92,11.76,5.88,1.96,1.96,1.96,1.96,0,0,0,0,0,0,0,0,13.73,5.88,5.88,0,0,0,0,0,0,1.96,0,0,0
I am taking a road trip up the coast to newcastle to get a tattoo by my favourite artist finally.,"Next Wednesday I will be taking a road trip to Newcastle to get my back tattooed by my faourite tattoo artist. It's quite far to go but i have to drop my daughter off with grandparents in Hull on the way so it will be a very long drive, over 100 miles in total. but i do not mind as I am a serious tattoo collector and tralleving to places i havent been is part of the fun. Ive been on her waiting list for over 6 months.  Im going to be there for a full day session, lasting over 6 hours of painful stabbing which is the longest sitting i have done. I will be getting my Laika space tatoo outlined on this occasion. Then driving back to Hull to see my folks","Like i have already said, I've been on Lea's waiting list for over 6 months and I have had to take annual leave from work so that I can do this. I will be leaving very early in the morning, around 5:30am so that i can get to hull in approx 2 hrs 15. sit and chat with mum for a bit and then onwards up to Newcastle after about another 3 hour drive",XM676467,1230,d,1,209,61.82,18.16,99,18.7,23.22,12.92,89.95,58.37,13.88,10.05,9.57,0,0,0.48,0,3.83,4.31,19.14,14.35,5.26,5.74,0.96,20.57,4.31,1.91,0.48,4.31,1.91,1.44,0.48,0.96,0,0,0,3.35,1.91,0,1.44,0.48,2.87,0,0,0,0.48,0.48,1.91,1.44,0.48,0.48,0.48,0.48,0,0.48,0,0,5.74,0.48,0.48,2.39,2.39,0,3.35,13.88,3.35,26.32,4.31,13.4,9.57,1.44,1.44,0,0,0,0,0,0,0,0,0,0,7.66,3.83,1.91,0.48,0,0,0,0,0,1.44,0,0,0
I will be going with my best mate Kyri to visit a place called Wildwood,We will be going to Wildwood to meet up with some friends we have not seen in a long while. Hopefully lots of drink will be flowing and a good time will be had by all.,I can show you the train tickets that have been booked if you need to see them.,UE655711,1231,d,1,53,45.2,90.66,9.72,89.18,17.67,9.43,96.23,64.15,13.21,11.32,1.89,3.77,3.77,0,1.89,1.89,5.66,15.09,20.75,1.89,5.66,1.89,28.3,0,0,0,0,5.66,3.77,3.77,0,0,0,0,13.21,0,1.89,0,0,13.21,0,0,5.66,7.55,1.89,3.77,5.66,5.66,0,0,1.89,0,0,0,1.89,11.32,7.55,0,1.89,1.89,0,5.66,16.98,9.43,13.21,3.77,5.66,3.77,1.89,5.66,0,0,0,0,0,0,0,0,0,0,5.66,5.66,0,0,0,0,0,0,0,0,0,0,0
"I’m going to a comedy festival with Matt, a friend from work","On Sunday I’m going to a comedy festival with a friend who I met at work, Matt. I’m not a big comedy fan but he’d arranged to go with someone else and bought the tickets then they let him down. There is one person on who I like, but most of the names I don’t recognise. It’ll be a nice day out though, we always have a good time together.","We’ve already got the tickets, and booked the train, so it’s definitely happening.",GO035803,1232,d,1,83,41.13,64.13,93.56,99,16.6,12.05,95.18,61.45,18.07,12.05,6.02,2.41,0,2.41,1.2,6.02,10.84,13.25,13.25,6.02,8.43,2.41,20.48,3.61,2.41,2.41,1.2,1.2,7.23,7.23,0,0,0,0,15.66,0,1.2,0,2.41,12.05,1.2,0,0,2.41,2.41,6.02,0,0,0,0,0,0,0,0,0,12.05,6.02,1.2,2.41,2.41,0,6.02,10.84,3.61,19.28,2.41,8.43,8.43,2.41,7.23,0,1.2,0,0,0,0,0,0,0,0,20.48,6.02,6.02,0,0,0,0,0,0,8.43,0,0,0
Visiting an airshow museum,"I will be visiting the museum as I am a member of a Facebook group who have a common interest in historical aviation and how it has evolved.

By visiting the museum, we as a group are able to not only expeess our passion but to also embrace the knowledge and to fully appreciate the historical pioneering geniuses of the past. This can only be appeeciated by seeing industrial geniuses and their machinery that are exhibited to people who share this passion.","This group event has taken a considerable time to organise - the main problem being the travelling involved. 

Collectively, we have managed to raise a substantial amount of funds for transport AND to also ensure plenty of notice to enable all members to book time off, and arrange childcare cover.

As we are visiting as a group, we have negotiated a discounted price for tour - so this is an added incentive.

We really hope to inspire our next generation to appreciate the history of aviation - and hope we can involve and arrange similar plans for them in our long term vision.",Mf056719,1233,d,1,182,79.65,95.55,15.2,96.55,26,24.73,86.26,54.4,11.54,7.14,1.1,4.95,0,0,1.1,4.4,9.34,15.38,8.79,4.4,8.79,0.55,12.64,3.85,2.75,1.65,0,4.4,6.04,5.49,0.55,0,0,0,15.38,0,0,0,0,7.69,2.75,1.1,1.65,1.1,0.55,1.65,0.55,0.55,0,0,1.1,0,0,1.1,0,13.74,9.34,2.2,0.55,1.1,0.55,2.2,9.89,2.2,10.99,2.2,2.75,5.49,2.2,2.2,0,1.65,0,0,0,0,0,0,0,0,7.69,3.85,2.2,0,0,0,0,1.65,0,0,0,0,0
"I have a pre-arranged basket ball game over the weekend with a group of friends, we hired out a court months ago","On saturday a few of my old school friends are getting together for a basketball game, we hired the court at our old school, sale high. We thought it would be a fun sort of reunion to replicate an old high school activity in the same gym where most of us met. The gym already has the set up so we just got some made up bibs to split teams and will spend 2-3 hours on the court. Morgan, who set it all up, will be one captain and Corran the other - these are probably the two best players. I will do my best standing at the back trying to get in the way impression as i was always better at football than basket ball.","You can view our old court at sale high school, which is now available to hire via the following link https://www.mylocalpitch.com/manchester/venue/sale-high-school/basketball-indoor-36214, as we are all former students we know the court well as we had a multitude of activities in this gym. Its our 15 year anniversary since leaving the school and thanks to social media we were able to all keep in touch and make this possible. Sale High used to be called the jeff joseph sale moor technology college when we were there.",ZR815227,1234,d,1,218,85.04,90.04,59.73,83.04,27.25,13.76,86.7,49.08,11.93,7.8,1.83,5.5,0.46,0,0,4.13,8.26,14.22,8.26,4.59,4.13,0,15.6,7.34,4.59,1.83,2.29,2.75,3.21,3.21,0,0,0,0,10.09,0,0.46,0,0,9.63,1.38,1.83,0.46,2.75,1.83,1.38,0.92,0.46,0,0.46,0,0,0,0,0,16.97,8.72,2.75,5.5,2.75,0,5.5,7.8,1.38,18.35,0.92,11.01,6.88,4.59,4.59,0,2.29,0,0,0.92,0,0.46,0,0.46,0,13.3,4.59,2.75,0.46,0,0,0,2.75,0,0,0,2.75,0
Playing basketball with my friends,Playing basketball with friends Saturday at a local park basketball court. It's my important leisure activity because I'm getting really good and we sometimes have a bet going to benefit the winners. Hoping I can be victorious and show my improved skills.,Our wives/girlfriends often videotape the game and I could easily provide proof.,Cn619019,1235,d,1,55,42.39,70.74,31.94,99,13.75,32.73,92.73,45.45,14.55,12.73,9.09,3.64,0,0,0,1.82,7.27,5.45,10.91,3.64,7.27,0,16.36,0,0,0,0,0,14.55,14.55,0,0,0,0,12.73,1.82,3.64,1.82,0,14.55,0,1.82,3.64,7.27,1.82,1.82,3.64,3.64,0,0,0,0,0,0,0,27.27,10.91,7.27,5.45,10.91,0,0,10.91,3.64,10.91,1.82,3.64,5.45,1.82,9.09,0,1.82,0,0,0,0,0,0,0,0,12.73,7.27,0,0,0,0,0,0,0,3.64,0,1.82,0
Every monday I go to Applebees restaurant I look forward to going its a treat,"Every Monday I like to go to Applebee's restaurant, its round the corner from where I live,  its a sort of tradition for me, sets me up for the week, something I can look forward on yet another dreary monday after the fun of the weekend. I know its not the most healthy of choices but its what I like to do. Everyone has thier own leasure activities and this is mine, a nice plate of steaming hot chips with salt and vinegar carefully applied and a piece of cod in its coat of crispy batter.... makes life worth living, relaxes me","Why would I lie, many years ago I discovered that you have to be clever to lie, you have to remember all the little details, you always get caught out in the end, I found it easier to tell the truth and take any consequences. I like to treat others as I like to be treated myself",Bp778362,1236,d,1,159,86.26,24.44,84.32,96.88,31.8,13.84,87.42,56.6,19.5,11.32,9.43,0,1.89,0,0,8.18,6.92,18.87,5.66,1.89,3.77,0.63,12.58,6.29,5.03,1.89,0,4.4,5.03,5.03,0,0,0,0,3.14,0,0,0,0,13.21,3.14,1.89,0.63,2.52,3.14,1.89,2.52,1.26,0,1.26,3.14,0,1.89,0,1.26,3.77,0.63,0,0.63,1.26,1.26,2.52,10.06,0,13.21,1.89,5.66,6.92,0,2.52,0,0.63,0,0,0,0,0,0,0,0,11.32,4.4,6.29,0,0,0,0,0,0,0.63,0,0,0
Im going to a friend's summer pool party,Im going to my friend's house she has just had a swimming pool installed in her garden so she is having a big summer pool party while the weather is nice.,"My friend Rachel is hosting it as she's just had a pool installed, she's having it on Saturday so that more people come. She's having a barbeque as well and she has asked everyone to bring a bottle so it should be a really fun day.",CG225056,1237,d,1,77,7.06,85.07,2.4,97.38,25.67,11.69,89.61,63.64,19.48,12.99,3.9,0,0,9.09,0,6.49,9.09,7.79,20.78,9.09,9.09,0,25.97,7.79,3.9,0,0,1.3,5.19,5.19,0,0,0,0,15.58,0,1.3,9.09,0,3.9,0,0,1.3,0,1.3,1.3,0,0,0,0,0,0,0,0,0,3.9,2.6,0,1.3,0,0,3.9,15.58,1.3,14.29,5.19,3.9,5.19,0,9.09,2.6,0,0,0,1.3,0,0,0,1.3,0,10.39,3.9,1.3,0,0,0,0,0,0,5.19,0,0,0
